property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
house,Córdoba,Córdoba,-31.432452100000006,-64.1156705,400.0,2000.0
apartment,Buenos Aires Costa Atlántica,Mar de Ajó,-36.7268876,-56.6773124,35.0,1285.7142857142858
apartment,Capital Federal,Floresta,-34.6330206,-58.4902618,36.0,2361.1111111111113
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.602143700000006,-58.5629372,59.0,1949.1525423728813
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.602154,-58.5731446,110.0,1227.2727272727273
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.6236351,-58.5840186,300.0,666.6666666666666
house,Bs.As. G.B.A. Zona Oeste,Santos Lugares,-34.596835299999995,-58.555596400000006,185.0,1189.1891891891894
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1680.9077142857145
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1693.7268571428574
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1362.0320000000004
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1376.4534285714287
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1693.7268571428574
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1347.6105714285716
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1362.0320000000004
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,35.0,1376.4534285714287
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1806.6953571428567
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1820.7164285714284
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1384.065
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1398.0857142857144
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1414.109642857143
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1806.6953571428567
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1820.7164285714284
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1384.065
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1398.0857142857144
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.590669299999995,-58.56895079999999,28.0,1414.109642857143
store,Bs.As. G.B.A. Zona Oeste,Caseros,-34.61098270000001,-58.5566244,370.0,697.2972972972972
apartment,Bs.As. G.B.A. Zona Oeste,Santos Lugares,-34.5652803,-58.5157358,66.0,1272.7272727272727
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6015661,-58.5373724,36.0,1805.555555555556
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6015661,-58.5373724,36.0,1805.555555555556
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6015661,-58.5373724,36.0,1805.555555555556
house,Bs.As. G.B.A. Zona Oeste,Santos Lugares,-34.5947588,-58.5560125,68.0,1250.0
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.61236029999999,-58.5952374,231.0,1277.0562770562774
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.602149299999994,-58.56507120000001,250.0,1300.0
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6003839,-58.5335934,54.0,1388.888888888889
apartment,Capital Federal,Colegiales,-34.575289700000006,-58.4526827,54.0,3296.2962962962956
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.451795399999995,-58.9292536,407.0,405.40540540540536
PH,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,-34.6733043,-58.50938710000001,73.0,958.9041095890412
apartment,Capital Federal,Balvanera,-34.6157122286,-58.404483548,35.0,2000.0
apartment,Capital Federal,Colegiales,-34.590244299999995,-58.4466282,47.0,2553.1914893617013
apartment,Capital Federal,Villa Crespo,-34.5982388,-58.43044670000001,144.0,1701.388888888889
apartment,Capital Federal,Balvanera,-34.6104811,-58.409364,55.0,1800.0
apartment,Capital Federal,Caballito,-34.613951828400005,-58.4372684796,148.0,2770.2702702702704
apartment,Capital Federal,Barrio Norte,-34.588024700000005,-58.4081629,94.0,2978.723404255319
PH,Capital Federal,Paternal,-34.5974705,-58.4621828,242.0,1446.280991735537
apartment,Capital Federal,Once,-34.6086469,-58.403872,38.0,1763.157894736842
store,Capital Federal,Villa Crespo,-34.6013472,-58.44431949999999,138.0,2898.5507246376815
apartment,Capital Federal,Barrio Norte,-34.5979495,-58.41336139999999,42.0,1857.142857142857
apartment,Capital Federal,Villa Crespo,-34.5968283,-58.4348322,80.0,2500.0
apartment,Capital Federal,Retiro,-34.600208096799996,-58.3782497051,33.0,2787.878787878788
apartment,Capital Federal,Barrio Norte,-34.5895776901,-58.4096234344,97.0,2773.19587628866
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.026126,-57.58162629999999,480.0,239.5833333333333
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.953597200000004,-57.9983345,400.0,287.5
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9919862572,-57.5494780823,55.0,1581.8181818181818
house,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.6679777,-58.3950787,104.0,1153.8461538461538
house,Bs.As. G.B.A. Zona Sur,Villa Dominico,-34.690897,-58.33933370000001,239.0,564.8535564853556
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.01557879999999,-57.535213,300.0,1266.6666666666667
house,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.670906,-58.35464640000001,192.0,807.2916666666665
PH,Bs.As. G.B.A. Zona Sur,Ringuelet,-34.8842097,-57.99399029999999,76.0,1184.2105263157896
house,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.670906,-58.35464640000001,192.0,807.2916666666665
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1080695,-56.8473844,33.0,2681.818181818182
apartment,Capital Federal,Belgrano,-34.5678194,-58.45026170000001,68.0,3382.3529411764707
apartment,Capital Federal,Flores,-34.628438200000005,-58.47068220000001,90.0,1800.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9754356,-57.5672933,180.0,1166.6666666666667
apartment,Buenos Aires Interior,Tandil,-37.3328944,-59.1421128,60.0,2416.6666666666665
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0074947,-57.5421556,30.0,2663.333333333333
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1191852,-56.8883007,50.0,2560.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0013793,-57.5415494,50.0,1700.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0100241,-57.5371679,23.0,1869.5652173913047
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9916001,-57.5600586,39.0,2102.5641025641025
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.0809302288,-56.8260939491,120.0,3250.0
house,Buenos Aires Interior,Bahía Blanca,-38.6989263,-62.31284839999999,350.0,414.28571428571433
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1122166781,-56.8732861005,44.0,2045.4545454545453
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1122680127,-56.8732861005,44.0,2000.0
apartment,Córdoba,Villa Carlos Paz,-31.4360756,-64.5010739,96.0,1285.2508333333333
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5399229,-58.71363510000001,30.0,1666.666666666667
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5399229,-58.71363510000001,60.0,2166.6666666666665
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5399229,-58.71363510000001,36.0,1666.666666666667
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.41231155,-58.85058975,51.0,2450.980392156863
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4061574246,-58.85723953350001,650.0,269.23076923076917
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.3890184762,-58.878868867,650.0,269.23076923076917
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.3890184762,-58.878868867,130.0,1153.8461538461538
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4064052762,-58.8573682795,130.0,1153.8461538461538
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465229,-58.6338743,84.0,3571.4285714285716
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.417629,-58.645755,680.0,908.8235294117646
house,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4728456374,-58.5522565547,400.0,800.0
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.612357,-58.5505053,258.0,717.0542635658916
apartment,Capital Federal,Recoleta,-34.5944002,-58.39863560000001,76.0,3486.842105263158
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425299396199996,-58.5760750688,79.0,2139.240506329114
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7520162382,-58.405634662,692.0,939.306358381503
apartment,Capital Federal,Villa Santa Rita,-34.6141282,-58.4829834,45.0,2288.8888888888887
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3909550046,-58.7126960671,260.0,1461.5384615384617
apartment,Capital Federal,Balvanera,-34.608090600000004,-58.3977308,68.0,1617.6470588235293
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.400378199,-58.6501956634,84.0,2619.0476190476197
house,Bs.As. G.B.A. Zona Norte,Florida,-34.5346589,-58.5009629,168.0,1726.1904761904761
apartment,Capital Federal,Barrio Norte,-34.588944500000004,-58.4034927,45.0,2733.333333333333
apartment,Capital Federal,Caballito,-34.623208,-58.45498050000001,46.0,2673.913043478261
apartment,Capital Federal,Congreso,-34.6087421,-58.3976864,68.0,1617.6470588235293
apartment,Capital Federal,Floresta,-34.623258,-58.4551426,46.0,2673.913043478261
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.400378199,-58.6501956634,84.0,2857.142857142857
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4326379849,-58.8186157237,291.0,1512.0274914089346
house,Bs.As. G.B.A. Zona Norte,Florida,-34.52493870000001,-58.4952285,146.0,2020.5479452054794
apartment,Bs.As. G.B.A. Zona Norte,Manzanares,-34.4483857,-59.0065142,64.0,1074.528125
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4260427786,-58.6232604897,259.0,1525.096525096525
PH,Capital Federal,Flores,-34.637483700000004,-58.46014520000001,143.0,1118.881118881119
apartment,Santa Fe,Rosario,-32.9352569,-60.6460294,34.0,2132.829117647059
apartment,Santa Fe,Rosario,-32.9352569,-60.6460294,58.0,2510.227931034483
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.43806370000001,-58.8766623,300.0,1633.333333333333
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4260427786,-58.6232604897,246.0,1666.666666666667
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,90.0,1755.5555555555554
apartment,Capital Federal,Almagro,-34.6110583,-58.4201892,47.0,2021.276595744681
apartment,Santa Fe,Rosario,-32.9352569,-60.6460294,72.0,2365.640555555556
house,Santa Fe,Rosario,-32.9307459,-60.759601,155.0,1419.354838709677
apartment,Bs.As. G.B.A. Zona Oeste,Moreno,-34.634009899999995,-58.79138199999999,100.0,1400.0
apartment,Capital Federal,Barrio Norte,-34.5879207213,-58.387793478199995,142.0,2957.7464788732395
apartment,Capital Federal,Belgrano,-34.5620844,-58.4566864,122.0,2459.016393442623
apartment,Capital Federal,Puerto Madero,-34.6031862,-58.3635936,110.0,5545.454545454545
house,Santa Fe,Capitán Bermúdez,-32.8190507,-60.70804129999999,200.0,350.52295
apartment,Capital Federal,Balvanera,-34.6093351,-58.39430150000001,108.0,1250.0
apartment,Capital Federal,Recoleta,-34.5895459,-58.39736360000001,55.0,4090.909090909091
apartment,Capital Federal,Villa General Mitre,-34.6073774,-58.473831200000006,43.0,1906.9767441860465
PH,Capital Federal,Balvanera,-34.618366200000004,-58.39599739999999,78.0,1923.0769230769226
house,Santa Fe,Capitán Bermúdez,-32.816536199999994,-60.71797829999999,300.0,540.0
apartment,Capital Federal,Balvanera,-34.6101223,-58.4059406,71.0,1830.9859154929572
apartment,Capital Federal,Puerto Madero,-34.61738270000001,-58.3609785,65.0,5384.615384615385
apartment,Santa Fe,Rosario,-32.9536004,-60.6275985,36.0,1700.0
apartment,Capital Federal,Almagro,-34.6018637,-58.4301241,48.0,2500.0
apartment,Capital Federal,Congreso,-34.6094852498,-58.3968118037,71.0,1830.9859154929572
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3918793987,-58.6429858855,62.0,2695.1612903225805
apartment,Capital Federal,Mataderos,-34.6620704,-58.51316529999999,45.0,1666.666666666667
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4229886,-58.7928316,184.0,1684.7826086956522
apartment,Córdoba,Villa Carlos Paz,-31.4207828,-64.4992141,60.0,1583.333333333333
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3778542,-58.693327,239.0,1251.0460251046024
house,Santa Fe,Rosario,-32.9946038,-60.6527369,75.0,1733.333333333333
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3778542,-58.693327,247.0,1234.817813765182
apartment,Capital Federal,Villa Lugano,-34.670624,-58.4801284,97.0,639.1752577319588
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,251.0,1254.9800796812751
PH,Bs.As. G.B.A. Zona Norte,Victoria,-34.4514155778,-58.54870748890001,72.0,1083.3333333333333
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3924814255,-58.6430288009,114.0,2495.6140350877195
apartment,Capital Federal,San Nicolás,-34.5989622,-58.3797282,30.0,2766.666666666666
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.7841054,-58.8240753,525.0,285.7142857142857
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.787957,-58.82783979999999,160.0,157.73531250000005
house,Bs.As. G.B.A. Zona Oeste,Merlo,-34.69201,-58.7067512,197.0,313.15756345177664
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.7776254,-58.8301046,210.0,952.3809523809523
house,Buenos Aires Interior,General Las Heras,-34.9295972515,-58.9598708184,296.0,263.5135135135135
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.7827261,-58.82549960000001,263.0,213.24589353612168
house,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.7861571,-58.8531431,401.0,249.37655860349128
house,Capital Federal,Villa Urquiza,-34.5761001354,-58.475187173,160.0,1687.5
PH,Capital Federal,Velez Sarsfield,-34.6273599,-58.500715,65.0,2076.923076923077
house,Capital Federal,Belgrano,-34.5752126563,-58.475998304899996,160.0,1687.5
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.38089686510001,-58.6984481729,271.0,1723.2472324723244
house,Bs.As. G.B.A. Zona Sur,Bernal,-34.720398100000004,-58.2865323,259.0,482.6254826254826
PH,Bs.As. G.B.A. Zona Oeste,Isidro Casanova,-34.702989458400005,-58.5857325884,50.0,1560.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,90.0,2166.6666666666665
apartment,Capital Federal,Mataderos,-34.644291,-58.49183960000001,50.0,1600.0
PH,Bs.As. G.B.A. Zona Oeste,Isidro Casanova,-34.702989458400005,-58.5857325884,38.0,1842.1052631578948
PH,Bs.As. G.B.A. Zona Oeste,Isidro Casanova,-34.702989458400005,-58.5857325884,38.0,1578.947368421053
PH,Bs.As. G.B.A. Zona Oeste,Isidro Casanova,-34.702989458400005,-58.5857325884,60.0,1250.0
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.439236048000005,-58.7795259688,55.0,1727.2727272727273
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4932320115,-58.936836768199996,410.0,970.7317073170732
store,Bs.As. G.B.A. Zona Oeste,Marcos Paz,-34.78984570000001,-58.8432855,200.0,280.41835
house,Buenos Aires Interior,San Antonio de Areco,-34.25437410000001,-59.4711058,497.0,382.2937625754527
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3610566,-58.6839801,251.0,1254.9800796812751
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3610566,-58.6839801,247.0,1234.817813765182
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3610566,-58.6839801,239.0,1251.0460251046024
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.44592670000001,-58.56644350000001,135.0,1666.666666666667
apartment,Capital Federal,Barrio Norte,-34.5925244,-58.41090229999999,63.0,2301.5873015873017
house,Santa Fe,Rosario,-32.9338805,-60.7000621,225.0,238.5164888888889
apartment,Santa Fe,Rosario,-32.9693625,-60.6336181,50.0,1283.3226
apartment,Santa Fe,Rosario,-32.9473752,-60.63985770000001,70.0,1357.142857142857
house,Santa Fe,Granadero Baigorria,-32.843831800000004,-60.7115915,279.0,465.94982078853053
apartment,Capital Federal,Balvanera,-34.61247460000001,-58.40693710000001,28.0,1714.2857142857142
PH,Santa Fe,Rosario,-32.9656656,-60.6342688,50.0,804.9932000000001
apartment,Capital Federal,Caballito,-34.6128277,-58.43451329999999,32.0,2656.25
apartment,Capital Federal,Almagro,-34.610705,-58.4289068,70.0,2357.142857142857
apartment,Capital Federal,Almagro,-34.5994968,-58.4205076,116.0,1853.448275862069
apartment,Capital Federal,Villa Crespo,-34.6001754,-58.4333144,53.0,2358.490566037736
apartment,Buenos Aires Costa Atlántica,San Bernardo,-36.6998428,-56.67943399999999,83.0,879.5180722891566
apartment,Capital Federal,Palermo,-34.5897349,-58.4232113,71.0,2098.5915492957747
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.5996473,-58.5305976,59.0,1661.0169491525423
apartment,Capital Federal,Barracas,-34.6341016,-58.37563050000001,58.0,2379.310344827586
apartment,Capital Federal,Barracas,-34.6318015,-58.3762547,100.0,1500.0
store,Capital Federal,Recoleta,-34.588649100000005,-58.3917924,138.0,2536.231884057971
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4249869029,-58.575877547299996,60.0,2416.6666666666665
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4421165467,-58.7582811713,217.0,737.3271889400921
apartment,Capital Federal,Abasto,-34.6045908,-58.4078503,144.0,1312.5
apartment,Capital Federal,Belgrano,-34.5650146352,-58.464059372,75.0,2386.6666666666665
apartment,Capital Federal,Villa Crespo,-34.60403,-58.4108635,34.0,2055.8823529411766
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.5640233661,-58.5660593212,91.0,648.3516483516484
PH,Capital Federal,Villa Crespo,-34.6032793,-58.3745424,192.0,1276.0416666666667
PH,Capital Federal,Villa Urquiza,-34.5676901,-58.4918971,65.0,2446.153846153846
apartment,Capital Federal,Balvanera,-34.604676899999994,-58.4012134,122.0,1762.295081967213
apartment,Capital Federal,Barrio Norte,-34.599568284,-58.3797101676,35.0,2142.8571428571427
PH,Capital Federal,Villa del Parque,-34.6096188,-58.46971510000001,44.0,1815.909090909091
apartment,Capital Federal,Almagro,-34.6192245225,-58.4166924655,40.0,2000.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
apartment,Capital Federal,Caballito,-34.6047038,-58.4616529,40.0,1875.0
PH,Capital Federal,Palermo,-34.5886544,-58.4318642,72.0,2569.444444444445
apartment,Capital Federal,Balvanera,-34.6022176441,-58.3990971744,66.0,1803.030303030303
store,Capital Federal,Villa Crespo,-34.598249200000005,-58.4317807,130.0,1838.4615384615383
apartment,Capital Federal,Nuñez,-34.5403054,-58.4734997,50.0,4060.0
apartment,Buenos Aires Interior,Trenque Lauquen,-35.9725261,-62.7342747,45.0,1495.5646666666669
store,Capital Federal,Villa Crespo,-34.5988239,-58.4364066,100.0,800.0
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.94689948,-57.962844372700005,400.0,312.5
PH,Bs.As. G.B.A. Zona Sur,La Plata,-34.9359353988,-57.9944783451,82.0,731.7073170731708
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.9326163789,-57.9225039484,400.0,495.0
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.895173004,-57.980782983900006,300.0,363.33333333333326
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.917877399999995,-57.9754252,60.0,1450.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9217004,-57.9633287,100.0,1950.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9538063,-57.57003220000001,330.0,333.3333333333333
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0011326,-57.54684870000001,40.0,1622.5
apartment,Buenos Aires Costa Atlántica,Ostende,-37.126907354299995,-56.8643569782,89.0,1797.752808988764
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0083161237,-57.540919518500004,42.0,1547.6190476190475
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0947799,-57.5595853,525.0,260.95238095238096
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0007524,-57.5465434,30.0,2163.333333333333
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9936768,-57.5551389,70.0,1400.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0053436,-57.5488295,18.0,1972.2222222222226
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.9175307,-57.9774208,300.0,366.66666666666674
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0090014,-57.5459971,48.0,2229.1666666666665
apartment,Capital Federal,Capital Federal,-34.564079799999995,-58.46499670000001,53.0,3018.867924528302
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.77625820000001,-57.4575894,220.0,217.72727272727272
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.8217314,-57.49674649999999,230.0,195.2173913043478
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.993857,-57.54801429999999,39.0,1666.666666666667
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9994689,-57.5469088,75.0,1400.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982479,-57.54572,60.0,1500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0213563,-57.5281412,98.0,3061.2244897959185
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0086661,-57.5401628,38.0,1444.7368421052633
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0105102,-57.5474405,40.0,1750.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9854177005,-57.568279340299995,180.0,888.8888888888887
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9723818,-57.5435674,35.0,2271.428571428572
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0072508,-57.54057099999999,28.0,1535.7142857142858
apartment,Santa Fe,Rosario,-32.957696899999995,-60.64826850000001,58.0,1465.5172413793102
apartment,Capital Federal,Nuñez,-34.5494807953,-58.4692289413,46.0,3013.043478260869
apartment,Capital Federal,Nuñez,-34.5494807953,-58.4692289413,110.0,2920.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9578245,-57.5642956,330.0,690.9090909090909
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9760258,-57.5507046,433.0,623.5565819861432
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9915756,-57.5647055,70.0,1357.142857142857
house,Buenos Aires Interior,Trenque Lauquen,-35.9760476,-62.73399000000001,400.0,675.0
apartment,Córdoba,Villa Carlos Paz,-31.4207828,-64.4992141,49.0,1530.6122448979593
apartment,Capital Federal,Caballito,-34.6083365922,-58.456752639799994,56.0,2410.714285714286
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3947832526,-58.6497665099,90.0,2444.444444444445
store,Capital Federal,Colegiales,-34.58325429999999,-58.447647,49.0,2957.142857142857
apartment,Capital Federal,Palermo,-34.5693554857,-58.4333625453,39.0,3115.384615384615
house,Bs.As. G.B.A. Zona Oeste,Libertad,-34.7006685,-58.6678624,300.0,183.3333333333333
apartment,Capital Federal,Once,-34.61023823,-58.4069933326,45.0,1766.666666666667
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5729591625,-58.6903433938,220.0,1045.4545454545455
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5554055441,-58.682023273,390.0,589.7435897435898
PH,Capital Federal,Floresta,-34.6324084735,-58.4987474688,88.0,1931.818181818181
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,-34.7276577,-58.25320600000001,108.0,1388.888888888889
PH,Capital Federal,Villa Urquiza,-34.565316100000004,-58.4994813,160.0,1156.25
house,Bs.As. G.B.A. Zona Norte,General San Martín,-34.52849570000001,-58.5776643,300.0,550.0
apartment,Capital Federal,Caballito,-34.6262308715,-58.4393759209,52.0,2692.3076923076924
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9563306,-57.5983836,250.0,220.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0535,-57.55719300000001,200.0,550.0
house,Bs.As. G.B.A. Zona Norte,José C Paz,-34.5116317,-58.7523248,260.0,200.0
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5450594,-58.71329920000001,80.0,975.0
house,Bs.As. G.B.A. Zona Oeste,Moreno,-34.662764200000005,-58.7817963,213.0,446.0093896713615
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.5992244,-58.5604752,153.0,1078.4313725490197
house,Buenos Aires Interior,General Alvear,-36.02071570000001,-60.00920079999999,500.0,200.0
house,Bs.As. G.B.A. Zona Oeste,Paso del Rey,-34.6411545,-58.7452049,450.0,211.11111111111111
apartment,Bs.As. G.B.A. Zona Oeste,Morón,-34.6557829,-58.61597,40.0,2000.0
house,Bs.As. G.B.A. Zona Oeste,Moreno,-34.6643963,-58.796812,300.0,416.66666666666674
house,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.7700049,-58.4123178,600.0,525.0
apartment,Capital Federal,Caballito,-34.616100700000004,-58.45932120000001,37.0,1988.696756756757
apartment,Capital Federal,Chacarita,-34.5869396,-58.4502034,55.0,2363.6363636363635
apartment,Capital Federal,Monserrat,-34.6186643,-58.3844124,51.0,2156.8627450980393
apartment,Capital Federal,Coghlan,-34.5625932,-58.47402020000001,35.0,2857.142857142857
apartment,Bs.As. G.B.A. Zona Sur,Wilde,-34.70458789999999,-58.3141311,42.0,1785.7142857142858
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.016146,-57.569568,44.0,2000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.016146,-57.569568,44.0,2050.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.016146,-57.569568,61.0,2000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.016146,-57.569568,90.0,2000.0
