property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
house,Bs.As. G.B.A. Zona Oeste,La Matanza,-34.7575575521,-58.60157126510001,546.0,256.4102564102564
apartment,Buenos Aires Costa Atlántica,Mar del Tuyú,-36.5832146,-56.6995543,49.0,1183.6734693877552
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.06729910000001,-57.5718853,375.0,133.33333333333334
house,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5720349,-58.5993634,350.0,400.0
apartment,Capital Federal,Capital Federal,-34.6157496,-58.46447979999999,33.0,2000.0
apartment,Bs.As. G.B.A. Zona Oeste,San Justo,-34.689870299999995,-58.5630591,33.0,2272.7272727272725
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6075966,-58.533377,68.0,1455.8823529411764
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.601331200000004,-58.5634437,26.0,2038.4615384615383
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.601331200000004,-58.5634437,26.0,2038.4615384615383
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4674691,-58.8593905,400.0,2000.0
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.5994391,-58.5725792,115.0,869.5652173913044
house,Bs.As. G.B.A. Zona Norte,Villa Lynch,-34.5919352,-58.54017420000001,125.0,960.0
house,Bs.As. G.B.A. Zona Oeste,Caseros,-34.601612100000004,-58.5636193,250.0,1400.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.603247100000004,-58.5602789,50.0,1840.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.603247100000004,-58.5602789,52.0,1692.3076923076926
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.603247100000004,-58.5602789,52.0,1807.692307692308
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.603247100000004,-58.5602789,50.0,1840.0
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.603247100000004,-58.5602789,50.0,1800.0
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,-34.5912286,-58.55912040000001,66.0,909.0909090909092
PH,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6122656,-58.56128149999999,58.0,1172.4137931034486
apartment,Bs.As. G.B.A. Zona Oeste,Santos Lugares,-34.5997054,-58.5403753,32.0,1771.875
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6012778,-58.5610481,35.0,1457.142857142857
apartment,Bs.As. G.B.A. Zona Oeste,Sáenz Peña,-34.6006292,-58.5255762,85.0,2352.9411764705883
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6082434,-58.559787,47.0,1808.5106382978727
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6024472,-58.5655603,36.0,1944.4444444444448
store,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5830136,-58.59917539999999,62.0,1774.1935483870968
store,Bs.As. G.B.A. Zona Norte,General San Martín,-34.5783304,-58.53749540000001,28.0,1071.4285714285713
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.5920024,-58.573120900000006,73.0,1438.3561643835615
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.61250560000001,-58.5973586,95.0,1473.6842105263156
apartment,Bs.As. G.B.A. Zona Oeste,Caseros,-34.6013603,-58.5593038,24.0,1916.666666666667
apartment,Capital Federal,Barracas,-34.649095200000005,-58.3824468,57.0,2017.5438596491226
house,Capital Federal,Villa General Mitre,-34.6118322,-58.467451,292.0,1335.6164383561645
apartment,Capital Federal,Puerto Madero,-34.6147526,-58.361649,74.0,6486.486486486487
apartment,Capital Federal,Caballito,-34.6257601,-58.4512024,34.0,2500.0
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,-34.5139538,-58.4758774,89.0,4157.303370786517
store,Capital Federal,Villa Crespo,-34.595194505100004,-58.440535581199995,360.0,4027.777777777778
apartment,Capital Federal,Belgrano,-34.5650528217,-58.4496926983,139.0,2302.1582733812947
apartment,Capital Federal,Barrio Norte,-34.589879700000004,-58.4008861,41.0,3170.731707317073
house,Buenos Aires Costa Atlántica,Pinamar,-37.0858245538,-56.832676380900004,300.0,1500.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1084932865,-56.8607644737,65.0,1384.6153846153845
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2874478077,-56.9898538291,45.0,1488.888888888889
store,Bs.As. G.B.A. Zona Sur,La Plata,-34.9390594,-57.95923120000001,24.0,1812.5
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.90885170000001,-57.9626299,80.0,2062.5
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.897591299999995,-57.96155940000001,27.0,1640.966666666667
PH,Bs.As. G.B.A. Zona Sur,La Plata,-34.9137214,-57.9563164,165.0,909.0909090909092
store,Capital Federal,Centro / Microcentro,-34.6066372283,-58.3876961116,642.0,1323.9875389408098
store,Capital Federal,San Nicolás,-34.6065136,-58.3878034,642.0,1323.9875389408098
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.6677966799,-58.4106025296,479.0,375.7828810020877
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.68848,-58.4242157,40.0,1250.0
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.681710700000004,-58.402513600000006,120.0,1250.0
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.6811484,-58.4089139,216.0,555.5555555555555
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6686501,-58.4159191,80.0,1125.0
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.6476476,-58.5919795,200.0,1200.0
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6508753,-58.57910740000001,352.0,852.2727272727273
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.66749620000001,-58.6133162,150.0,966.6666666666664
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.650308200000005,-58.5750384,150.0,1100.0
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6462253,-58.56401379999999,133.0,1879.6992481203006
PH,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6426214,-58.55777320000001,148.0,1182.4324324324325
PH,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.66707720000001,-58.37934820000001,180.0,555.5555555555555
store,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.6675609,-58.3796811,340.0,1147.0588235294115
house,Bs.As. G.B.A. Zona Sur,Berazategui,-34.8043953022,-58.157898187600004,313.0,1437.699680511182
house,Capital Federal,Palermo,-34.5999660436,-58.419124662,260.0,1923.0769230769226
PH,Capital Federal,Caballito,-34.6212231,-58.4272154,32.0,2546.875
PH,Capital Federal,Caballito,-34.6212231,-58.4272154,43.0,2297.674418604651
apartment,Capital Federal,Caballito,-34.6212231,-58.4272154,128.0,2265.625
apartment,Capital Federal,Caballito,-34.6212231,-58.4272154,125.0,2160.0
apartment,Capital Federal,Caballito,-34.6212231,-58.4272154,87.0,2471.264367816092
apartment,Capital Federal,Villa Devoto,-34.607383899999995,-58.514221,32.0,2187.5
store,Capital Federal,Villa del Parque,-34.62998020000001,-58.5305934,561.0,570.409982174688
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.5386994,-58.5537604,61.0,737.7049180327867
PH,Bs.As. G.B.A. Zona Norte,Villa Ballester,-34.5386994,-58.5537604,61.0,737.7049180327867
house,Capital Federal,Villa del Parque,-34.6049435,-58.4811575,172.0,1715.1162790697674
PH,Capital Federal,Villa del Parque,-34.6049435,-58.4811575,172.0,1715.1162790697674
apartment,Capital Federal,Caballito,-34.6201456,-58.4567537,82.0,2256.097560975609
store,Capital Federal,Villa Crespo,-34.6011253062,-58.432484701999996,30.0,2666.6666666666665
PH,Capital Federal,Chacarita,-34.5862861,-58.4428451,73.0,2054.794520547945
PH,Capital Federal,Palermo,-34.5862861,-58.4428451,73.0,2054.794520547945
apartment,Capital Federal,Chacarita,-34.5862861,-58.4428451,73.0,2054.794520547945
apartment,Capital Federal,Palermo,-34.5862861,-58.4428451,73.0,2054.794520547945
PH,Capital Federal,Chacarita,-34.5862861,-58.4428451,73.0,2054.794520547945
PH,Capital Federal,Palermo,-34.5862861,-58.4428451,73.0,2054.794520547945
apartment,Capital Federal,Palermo,-34.5862861,-58.4428451,73.0,2054.794520547945
apartment,Capital Federal,Chacarita,-34.5862861,-58.4428451,73.0,2054.794520547945
apartment,Capital Federal,Almagro,-34.6022549768,-58.4286948255,67.0,2238.8059701492543
apartment,Capital Federal,Parque Centenario,-34.60226289999999,-58.4287095,67.0,2238.8059701492543
apartment,Capital Federal,Almagro,-34.6022549768,-58.4286948255,67.0,2238.8059701492543
apartment,Capital Federal,Parque Centenario,-34.60226289999999,-58.4287095,67.0,2238.8059701492543
apartment,Capital Federal,Almagro,-34.6022549768,-58.4286948255,67.0,2238.8059701492543
apartment,Capital Federal,Parque Centenario,-34.60226289999999,-58.4287095,67.0,2238.8059701492543
apartment,Capital Federal,Almagro,-34.6022549768,-58.4286948255,67.0,2238.8059701492543
apartment,Capital Federal,Parque Centenario,-34.60226289999999,-58.4287095,67.0,2238.8059701492543
store,Capital Federal,Villa Crespo,-34.5933308,-58.44156949999999,64.0,2265.625
apartment,Capital Federal,Villa Crespo,-34.5954285,-58.4485304,61.0,2295.081967213115
PH,Capital Federal,Villa Crespo,-34.5954285,-58.4485304,61.0,2295.081967213115
apartment,Capital Federal,Villa Crespo,-34.5954285,-58.4485304,61.0,2295.081967213115
PH,Capital Federal,Villa Crespo,-34.5954285,-58.4485304,61.0,2295.081967213115
PH,Capital Federal,Villa Crespo,-34.5955175,-58.44860179999999,239.0,1255.2301255230125
PH,Capital Federal,Villa Crespo,-34.5955175,-58.44860179999999,239.0,1255.2301255230125
apartment,Capital Federal,Villa Crespo,-34.5983503,-58.43860600000001,52.0,2490.384615384615
apartment,Capital Federal,Villa Crespo,-34.5954047,-58.426196,75.0,2393.333333333333
apartment,Capital Federal,Palermo,-34.5954047,-58.426196,75.0,2393.333333333333
apartment,Capital Federal,Villa Crespo,-34.5954047,-58.426196,75.0,2393.333333333333
apartment,Capital Federal,Palermo,-34.5954047,-58.426196,75.0,2393.333333333333
apartment,Capital Federal,Caballito,-34.6101748,-58.4536868,142.0,1760.5633802816901
apartment,Capital Federal,Villa Crespo,-34.6101748,-58.4536868,142.0,1760.5633802816901
apartment,Capital Federal,Villa General Mitre,-34.6101748,-58.4536868,142.0,1760.5633802816901
store,Capital Federal,Villa Crespo,-34.5988239,-58.4364066,100.0,800.0
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6459084,-58.5767731,431.0,858.4686774941995
apartment,Capital Federal,Belgrano,-34.5504847,-58.4467976,63.0,4206.349206349207
apartment,Capital Federal,Palermo,-34.593777200000005,-58.4042178,64.0,3125.0
apartment,Capital Federal,Villa del Parque,-34.6083427258,-58.480672338599994,65.0,1753.8461538461538
apartment,Capital Federal,Flores,-34.6347356833,-58.4618916251,35.0,2000.0
apartment,Capital Federal,Caballito,-34.627855661,-58.4358543384,70.0,2728.5714285714284
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.6098334513,-58.5963141019,450.0,844.4444444444445
house,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5862197,-58.588549,90.0,1555.5555555555554
apartment,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.5984128,-58.59156379999999,44.0,1613.6363636363635
house,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.596844,-58.5856594,212.0,1264.1509433962265
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.6093905,-58.5899309,416.0,685.0961538461537
PH,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.617262200000006,-58.5934073,119.0,882.3529411764706
house,Bs.As. G.B.A. Zona Oeste,El Palomar,-34.6109854,-58.5905904,450.0,777.7777777777777
house,Bs.As. G.B.A. Zona Sur,Ranelagh,-34.8073039,-58.2055632,380.0,236.84210526315792
PH,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,-34.67736110000001,-58.5172976,183.0,737.7049180327867
apartment,Capital Federal,Mataderos,-34.657154799999994,-58.5115135,111.0,1756.7567567567569
PH,Capital Federal,Flores,-34.6240104,-58.4604481,52.0,2153.846153846154
PH,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,-34.669138700000005,-58.5438689,162.0,864.1975308641977
apartment,Capital Federal,Mataderos,-34.6717986,-58.4991605,60.0,1583.333333333333
apartment,Capital Federal,Palermo,-34.577365,-58.4131496,42.0,3333.333333333333
apartment,Bs.As. G.B.A. Zona Oeste,La Matanza,-34.7322449,-58.5187341,76.0,960.5263157894735
apartment,Capital Federal,Villa Luro,-34.637676,-58.496546,70.0,1500.0
apartment,Capital Federal,Belgrano,-34.5577534,-58.453418000000006,61.0,2426.229508196721
apartment,Capital Federal,Belgrano,-34.572860247,-58.4396162589,56.0,2857.142857142857
apartment,Capital Federal,Barrio Norte,-34.597691299999994,-58.3794218,26.0,2769.230769230769
house,Bs.As. G.B.A. Zona Norte,Victoria,-34.4488402,-58.5355249,390.0,871.7948717948718
house,Bs.As. G.B.A. Zona Norte,Victoria,-34.4488402,-58.5355249,390.0,871.7948717948718
house,Neuquén,Junin de los Andes,-39.9137032,-71.07059040000001,80.0,1812.5
apartment,Capital Federal,Nuñez,-34.5462103666,-58.470495921499996,60.0,2450.0
apartment,Capital Federal,Caballito,-34.6321634,-58.4452103,67.0,1970.1492537313434
apartment,Capital Federal,Puerto Madero,-34.599467600000004,-58.3646043,92.0,4891.304347826087
apartment,Capital Federal,Belgrano,-34.5644277,-58.4410784,141.0,3539.0070921985816
house,Tierra Del Fuego,Río Grande,-53.801885,-67.66325920000001,236.0,522.8138983050849
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.7605568,-58.2137468,37.0,2351.351351351351
apartment,Bs.As. G.B.A. Zona Sur,Berazategui,-34.7605568,-58.2137468,37.0,1945.945945945946
house,Bs.As. G.B.A. Zona Sur,Quilmes,-34.726894,-58.2393551,225.0,444.4444444444445
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,250.0,2080.0
house,Bs.As. G.B.A. Zona Norte,General Pacheco,-34.450821399999995,-58.6582645,254.0,1299.2125984251966
house,Bs.As. G.B.A. Zona Oeste,Moreno,-34.6022784,-58.8628038,240.0,1458.333333333333
apartment,Capital Federal,Colegiales,-34.572725899999995,-58.4458703,47.0,2765.9574468085107
PH,Capital Federal,Saavedra,-34.5560232,-58.4780741,105.0,2380.952380952381
apartment,Capital Federal,Recoleta,-34.5921244,-58.4011441,114.0,3114.035087719298
apartment,Capital Federal,Palermo,-34.5686821,-58.431599,102.0,4901.960784313726
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3949687263,-58.6503128707,58.0,2241.3793103448274
house,Bs.As. G.B.A. Zona Oeste,San Antonio De Padua,-34.6751566,-58.6962247,300.0,600.0
house,Bs.As. G.B.A. Zona Oeste,San Antonio De Padua,-34.6814539,-58.68620110000001,214.0,233.6448598130841
house,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6557331,-58.6439629,450.0,488.88888888888886
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9463834,-57.5848038,194.0,1237.1134020618554
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0016442,-57.5528918,46.0,1945.6521739130435
apartment,Bs.As. G.B.A. Zona Norte,Munro,-34.5413848,-58.5300043,58.0,687.9310344827586
apartment,Capital Federal,Centro / Microcentro,-34.6067261,-58.3907515,116.0,2310.344827586207
apartment,Capital Federal,Caballito,-34.6283719,-58.43550179999999,46.0,3434.782608695652
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6513042,-58.68255260000001,460.0,326.0869565217391
house,Bs.As. G.B.A. Zona Oeste,Hurlingham,-34.5825601,-58.65853050000001,500.0,620.0
house,Bs.As. G.B.A. Zona Oeste,Castelar,-34.63374829999999,-58.64925229999999,50.0,1400.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.642437,-58.5641939,38.0,2157.894736842105
apartment,Bs.As. G.B.A. Zona Oeste,Morón,-34.6421419,-58.5919249,58.0,2224.1379310344832
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6460975,-58.5588473,49.0,1693.8775510204086
apartment,Bs.As. G.B.A. Zona Oeste,Villa Luzuriaga,-34.655398100000006,-58.5802191,50.0,1640.0
PH,Capital Federal,Boca,-34.6366517,-58.3626806,176.0,1136.3636363636365
PH,Capital Federal,Boca,-34.6322548303,-58.360547142899996,86.0,1337.2093023255811
apartment,Capital Federal,Palermo,-34.5870658104,-58.4150814288,123.0,2520.325203252033
house,Bs.As. G.B.A. Zona Oeste,San Justo,-34.6762947537,-58.566895530699995,90.0,1222.2222222222224
house,Bs.As. G.B.A. Zona Oeste,Isidro Casanova,-34.7021778,-58.5899181,190.0,842.1052631578948
apartment,Bs.As. G.B.A. Zona Oeste,San Justo,-34.6824575,-58.5632297,40.0,1875.0
house,Bs.As. G.B.A. Zona Oeste,San Justo,-34.6715612,-58.57155989999999,300.0,1066.6666666666667
house,Bs.As. G.B.A. Zona Oeste,San Justo,-34.6752911,-58.5563686,221.0,1063.3484162895927
PH,Bs.As. G.B.A. Zona Oeste,Rafael Castillo,-34.7081232,-58.6328654,100.0,1100.0
PH,Bs.As. G.B.A. Zona Oeste,Rafael Castillo,-34.7102223,-58.61356070000001,90.0,1111.111111111111
house,Bs.As. G.B.A. Zona Oeste,Rafael Castillo,-34.7097216,-58.6083527,357.0,462.1848739495799
PH,Bs.As. G.B.A. Zona Oeste,San Justo,-34.685970899999994,-58.5770028,55.0,1181.8181818181818
house,Bs.As. G.B.A. Zona Oeste,San Antonio De Padua,-34.6725193763,-58.6932945997,300.0,600.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.598464,-58.6902539,300.0,583.3333333333334
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6045121,-58.6880071,300.0,525.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.665507299999994,-58.6750077,610.0,327.86885245901635
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6273077,-58.6587199,240.0,625.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.655993,-58.6615307,390.0,846.1538461538463
apartment,Bs.As. G.B.A. Zona Oeste,Morón,-34.6538211,-58.61468000000001,24.0,1500.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.616860100000004,-58.7107104,375.0,933.3333333333336
house,Córdoba,Villa Carlos Paz,-31.4598146,-64.5077989,474.0,358.64978902953584
apartment,Bs.As. G.B.A. Zona Oeste,Morón,-34.6573781,-58.619736,44.0,2045.4545454545453
PH,Capital Federal,Belgrano,-34.562026200000005,-58.456695,61.0,2934.426229508197
apartment,Capital Federal,Belgrano,-34.5534431159,-58.4612782412,50.0,2500.0
apartment,Capital Federal,Belgrano,-34.553314,-58.46131679999999,50.0,2600.0
apartment,Capital Federal,Coghlan,-34.5661724,-58.47994789999999,58.0,2241.3793103448274
apartment,Neuquén,Neuquén,-38.95375960000001,-68.08094759999999,40.0,2103.13775
apartment,Capital Federal,Palermo,-34.584165500000005,-58.42086629999999,32.0,2496.875
house,Buenos Aires Interior,Lobos,-35.1756336,-59.0986068,134.0,970.1492537313433
house,Buenos Aires Interior,Lobos,-35.1782323,-59.0888205,70.0,1285.7142857142858
apartment,Buenos Aires Interior,Lobos,-35.1764718,-59.0942698,80.0,1500.0
house,Buenos Aires Interior,Lobos,-35.181461299999995,-59.0901641,120.0,833.3333333333335
apartment,Bs.As. G.B.A. Zona Norte,Martínez,-34.4876764376,-58.498970509799996,127.0,4566.929133858268
store,Capital Federal,Balvanera,-34.601892,-58.403307,150.0,4000.0
apartment,Capital Federal,Parque Centenario,-34.606215500000005,-58.43066990000001,35.0,2542.857142857143
apartment,Capital Federal,Balvanera,-34.602034700000004,-58.4070632,86.0,1686.0465116279072
apartment,Capital Federal,Balvanera,-34.6056656,-58.4051191,78.0,1641.0256410256409
apartment,Capital Federal,Palermo,-34.5766425,-58.4316313,47.0,2553.1914893617013
store,Capital Federal,Recoleta,-34.5980847,-58.4091239,105.0,2761.904761904762
apartment,Capital Federal,Barrio Norte,-34.5940566,-58.4063223,100.0,2260.0
apartment,Capital Federal,Caballito,-34.6201826,-58.4341331,69.0,2318.840579710145
apartment,Capital Federal,Villa Urquiza,-34.5748929,-58.499552,59.0,2881.35593220339
apartment,Capital Federal,Almagro,-34.614273,-58.414509,35.0,1800.0
apartment,Capital Federal,Palermo,-34.5809173,-58.4245225,70.0,2228.5714285714284
apartment,Capital Federal,Flores,-34.6276169,-58.4631622,41.0,1756.0975609756094
PH,Capital Federal,Pompeya,-34.64521970000001,-58.4325762,159.0,704.4025157232704
apartment,Capital Federal,Almagro,-34.607263,-58.4276554,35.0,2171.428571428572
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.9483754,-57.9695979,380.0,500.0
house,Bs.As. G.B.A. Zona Sur,Ringuelet,-34.8855632323,-57.9822088033,300.0,400.0
house,San Luis,Potrero de los Funes,-33.21996,-66.2265781,650.0,192.3076923076923
PH,Buenos Aires Costa Atlántica,Villa Gesell,-37.2934144,-56.9972427,27.0,1574.0740740740741
house,Bs.As. G.B.A. Zona Norte,Olivos,-34.5182208,-58.5019128,214.0,1495.3271028037384
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.521494399999995,-58.5067856,50.0,2440.0
apartment,Capital Federal,Balvanera,-34.6019145,-58.39565500000001,107.0,2242.990654205608
apartment,Capital Federal,Monserrat,-34.6169942,-58.39132370000001,42.0,2142.8571428571427
apartment,Capital Federal,Barrio Norte,-34.5996319444,-58.3913530324,124.0,2741.935483870968
apartment,Capital Federal,Almagro,-34.6035538446,-58.4181059046,91.0,2527.4725274725274
apartment,Capital Federal,San Cristobal,-34.624868438600004,-58.412056983199996,40.0,2075.0
store,Capital Federal,Palermo,-34.5866648,-58.422891,32.0,3718.75
apartment,Capital Federal,Palermo,-34.5809758888,-58.442630264499996,50.0,4800.0
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6525919,-58.6395083,38.0,3026.315789473684
