property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_aprox_usd
apartment,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,-34.5153545,-58.7224784,30.0,28000.0
house,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5380513,-58.7040954,240.0,165000.0
house,Bs.As. G.B.A. Zona Norte,José C Paz,-34.5032016,-58.7637044,300.0,130000.0
apartment,Bs.As. G.B.A. Zona Norte,San Miguel,-34.5448054,-58.7014155,32.0,50000.0
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.66401,-58.36411,114.0,250000.0
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,-34.672859100000004,-58.3668411,62.0,80000.0
apartment,Buenos Aires Costa Atlántica,Santa Teresita,-36.5387401396,-56.6898609037,40.0,51500.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9157981,-57.93809810000001,85.0,140000.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.905599296700004,-57.949681319300005,40.0,47000.0
PH,Bs.As. G.B.A. Zona Sur,La Plata,-34.9372068499,-57.9743361846,50.0,68000.0
apartment,Capital Federal,Caballito,-34.619650799999995,-58.4425282,54.0,155000.0
apartment,Capital Federal,Constitución,-34.6233888,-58.3843262,49.0,97000.0
apartment,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.6407996,-58.54383320000001,35.0,58000.0
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6444564,-58.5453438,274.0,200000.0
apartment,Bs.As. G.B.A. Zona Oeste,Ciudadela,-34.631674100000005,-58.5372657,70.0,95000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9892927385,-57.5464181423,58.0,143000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.010335917199995,-57.5341209769,49.0,135000.0
house,Buenos Aires Costa Atlántica,Juramento,-38.0549987661,-57.5694617629,120.0,85000.0
apartment,Buenos Aires Costa Atlántica,Centro,-37.998972288400005,-57.555134743500005,77.0,145000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0145777393,-57.566206902299996,67.0,180000.0
apartment,Capital Federal,Flores,-34.6198591,-58.4627692,36.0,73000.0
apartment,Capital Federal,Flores,-34.6285185,-58.46587660000001,48.0,77700.0
PH,Bs.As. G.B.A. Zona Sur,Sarandi,-34.6799068069,-58.3440487907,70.0,78000.0
house,Bs.As. G.B.A. Zona Sur,Banfield,-34.7438273,-58.406684,302.0,350000.0
house,Córdoba,Villa Carlos Paz,-31.4207828,-64.4992141,700.0,140000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9654521,-57.57305030000001,230.0,150000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9938167,-57.5480931,42.0,71900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.95931450000001,-57.5412675,38.41191653877277,55000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0035748,-57.5544779,65.84899978075333,135000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.008049,-57.5481212,82.31124972594166,149500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0162525,-57.5451105,81.21376639626244,217000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,50.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0050183,-57.5470836,42.0,67500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0087997706,-57.5461905037,32.0,56900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0058392,-57.547836,40.0,75900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041245,-57.5464607,27.437083241980552,55900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,50.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.007572,-57.5420517,36.0,105000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982695,-57.5422912,42.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982695,-57.5422912,54.874166483961105,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0043549,-57.5438049,83.40873305562089,139000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.981418,-57.5620833,234.0,99000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0074004,-57.549109400000006,35.0,69000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0124122,-57.5324043,72.43389975882866,200000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.014626,-57.5363965,150.0,255000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0817879,-57.5626027,450.0,160000.0
apartment,Buenos Aires Costa Atlántica,Ostende,-37.1257395508,-56.8652195983,46.09429984652733,80000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.125789356300004,-56.8652766178,54.874166483961105,90000.0
apartment,Buenos Aires Costa Atlántica,Ostende,-37.1257395508,-56.8652195983,46.09429984652733,80000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.125789356300004,-56.8652766178,54.874166483961105,90000.0
store,Buenos Aires Costa Atlántica,Mar del Plata,-37.9998526,-57.5441502,35.0,82500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00980670000001,-57.5556409,29.0,55000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0038285,-57.54482760000001,35.0,45000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0038285,-57.54482760000001,33.0,55000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0087919,-57.5444158,87.79866637433777,200000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,72.0,139000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054771,-57.5426106,700.0,250000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,43.899333187168885,88900.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0291559,-57.5538897,340.7183004821034,380000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0074746,-57.54662629999999,32.924499890376666,52000.0
store,Buenos Aires Costa Atlántica,Mar del Plata,-38.000151,-57.54315,35.0,82500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9580592,-57.53960770000001,32.924499890376666,62000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0595992,-57.5483248,55.46175879240599,67000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9946655,-57.54722760000001,142.67283285829888,175000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,50.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0079411,-57.5461481,32.0,48900.0
store,Buenos Aires Costa Atlántica,Mar del Plata,-38.0007776,-57.5465498,112.0,110000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0120275,-57.5444067,107.0,165000.0
house,Buenos Aires Interior,Sierra de los Padres,-37.9595569491,-57.7742048822,600.0,149000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,40.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.99811210000001,-57.5426039,50.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041245,-57.5464607,24.0,55900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0083588,-57.5428625,85.0,100000.0
house,Buenos Aires Interior,Luján,-34.5488962191,-59.1018450171,300.0,39258.57
apartment,Capital Federal,Floresta,-34.6238335,-58.4885379,41.70436652781044,50000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9899112,-57.55031410000001,46.09429984652733,113000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0029649,-57.5511443,27.0,52000.0
apartment,Capital Federal,Versalles,-34.6213994,-58.5253835,39.50939986845199,68000.0
house,Córdoba,Villa Carlos Paz,-31.4207828,-64.4992141,700.0,140000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.010835,-57.5425556,41.0,78900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0126075,-57.5643779,94.0,210000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.999534,-57.54558670000001,28.0,56000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9555409,-57.5512515,373.16766243277993,300000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0139988,-57.53612310000001,150.0,255000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0107136,-57.5446846,85.0,110000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,65.0,85000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982695,-57.5422912,50.0,88900.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0695245,-57.5675321,375.0,120000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00010570000001,-57.5544402,66.94648311043255,157000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00010570000001,-57.5544402,86.70118304465855,215000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9936982,-57.5649859,140.0,110000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054771,-57.5426106,129.79744780270605,110000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041245,-57.5464607,40.0,67000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982695,-57.5422912,50.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0019788,-57.5435618,62.0,98900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9977284012,-57.543406999,50.0,88900.0
PH,Buenos Aires Interior,Berisso,-34.916921,-57.912283,51.76430820624559,47671.12
house,Buenos Aires Interior,Bahía Blanca,-38.73256110000001,-62.2621368,256.0,160000.0
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.925270000000005,-57.969221,46.09429984652733,65000.0
apartment,Buenos Aires Interior,Bahía Blanca,-38.7162749,-62.28246970000001,35.0,58000.0
apartment,Buenos Aires Interior,Bahía Blanca,-38.7162749,-62.28246970000001,35.0,58000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,72.0,139000.0
house,Bs.As. G.B.A. Zona Sur,La Plata,-34.916108,-57.967091,283.9319170684195,220000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9811289,-57.5628811,233.0,99000.0
apartment,Córdoba,Córdoba,-31.4279995,-64.1868708,100.0,157000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1630722,-56.89254449999999,110.0,380000.0
apartment,Buenos Aires Costa Atlántica,Cariló,-37.1630722,-56.89254449999999,90.0,240000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1136206,-56.8674568,91.0,185000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1136206,-56.8674568,115.0,230000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0122537,-57.5417628,25.0,55900.0
PH,Mendoza,San Rafael,-34.6262674,-68.3237853,50.0,45000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0107136,-57.5446846,80.0,110000.0
house,Buenos Aires Costa Atlántica,Mar Chiquita,-37.7684519,-57.44983739999999,400.0,55000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9953690681,-57.5463315172,29.0,57000.0
apartment,Santa Fe,Rosario,-32.9464074,-60.6682062,38.0,72000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.01097,-57.5447831,80.0,110000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0281502342,-57.573835004399996,233.0,90000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.06750460000001,-57.5725899,375.0,70000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0052186,-57.560066000000006,113.0,150000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9892692,-57.5487404,40.0,80000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0296131,-57.5360693,118.0,340000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0233141,-57.55773610000001,180.0,130000.0
house,Bs.As. G.B.A. Zona Sur,Quilmes,-34.7566332,-58.2456029,240.0,200000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0054823,-57.5461399,72.0,139000.0
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1142677,-56.8594449,65.84899978075333,125000.0
house,Santa Fe,Rosario,-32.9269551,-60.6873123,92.0,80000.0
apartment,Santa Fe,Rosario,-32.9379757,-60.64329870000001,70.0,120000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.280514,-56.9878633,64.0,67000.0
apartment,Buenos Aires Costa Atlántica,Villa Gesell,-37.2788958573,-56.9837042595,55.0,73000.0
house,Buenos Aires Costa Atlántica,Pinamar,-37.1042561,-56.8546619,260.0,320000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,33.0,113000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,33.0,104000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,33.0,106000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,33.0,112000.0
apartment,Capital Federal,San Telmo,-34.6146767241,-58.378941184700004,73.0,163000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,35.0,117000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,35.0,120000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,35.0,107250.0
apartment,Capital Federal,San Telmo,-34.6146767241,-58.378941184700004,49.0,114000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,35.0,108000.0
apartment,Capital Federal,Belgrano,-34.5740344274,-58.4391137455,33.0,108000.0
house,Buenos Aires Costa Atlántica,Mar Chiquita,-37.73352670000001,-57.4456677,565.0,105000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9515079,-57.6166934,120.0,135000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0039944,-57.5491559,42.0,75000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0034022,-57.5433411,27.0,52500.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9982695,-57.5422912,42.0,88900.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.006477200000006,-57.5441708,110.0,230000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0026256,-57.5494468,49.386749835565,129000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0283388,-57.5908441,355.0,90000.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9714795186,-57.5850183632,201.0,140000.0
PH,Buenos Aires Costa Atlántica,Mar del Plata,-37.9831743,-57.572113,49.29934114880532,50000.0
house,Buenos Aires Interior,Balcarce,-37.8225615191,-58.2239439227,200.0,48000.0
house,Buenos Aires Interior,Balcarce,-37.8525555,-58.2535934,600.0,350000.0
house,Buenos Aires Interior,Balcarce,-37.8433386267,-58.24620086979999,500.0,55000.0
house,Buenos Aires Interior,Balcarce,-37.8515282,-58.2410884,500.0,60000.0
house,Buenos Aires Interior,Balcarce,-37.8518582,-58.2601966,300.0,110000.0
house,Buenos Aires Interior,Balcarce,-37.84642279999999,-58.26148320000001,217.0,80000.0
house,Santa Fe,Rosario,-32.9188117,-60.7008877,216.0,56083.67
house,Santa Fe,Rosario,-32.9986018,-60.642743,433.0,180000.0
apartment,Santa Fe,Rosario,-32.918095,-60.6808954,55.971649813640326,115000.0
house,Santa Fe,Rosario,-32.9268373,-60.6858419,99.0,85000.0
house,Santa Fe,Granadero Baigorria,-32.8437444,-60.711223200000006,279.0,130000.0
apartment,Santa Fe,Rosario,-32.9357639,-60.6843519,0.0,120000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4012480946,-58.6684043371,650.0,389000.0
house,Bs.As. G.B.A. Zona Norte,San Miguel,-34.537769299999994,-58.70041180000001,0.0,115000.0
store,Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,-34.516553,-58.7218681,0.0,120000.0
house,Córdoba,Córdoba,-31.375492,-64.135531,103.83795824216485,42006.67
apartment,Córdoba,Córdoba,-31.446118,-64.189097,31.82701656069744,22377.38
apartment,Córdoba,Córdoba,-31.446118,-64.189097,30.72953323101822,22377.38
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.7084374,-58.3992743,218.0,240000.0
store,Capital Federal,Centro / Microcentro,-34.600174,-58.3726533,561.0,1400000.0
apartment,Capital Federal,Palermo,-34.603771,-58.381587,82.0,350000.0
apartment,Capital Federal,Congreso,-34.6063089714,-58.38675816510001,33.0,73000.0
apartment,Capital Federal,Puerto Madero,-34.6131735,-58.3632567,89.0,550000.0
apartment,Capital Federal,Barrio Norte,-34.5899987,-58.409076246000005,140.0,295000.0
apartment,Capital Federal,Balvanera,-34.6073302474,-58.385319986499994,138.0,255000.0
store,Capital Federal,Centro / Microcentro,-34.6008524994,-58.3796458,191.0,600000.0
apartment,Capital Federal,Recoleta,-34.5923304,-58.3843139,140.0,720000.0
PH,Capital Federal,Nuñez,-34.552294121100005,-58.450188840100004,41.0,95000.0
PH,Capital Federal,Saavedra,-34.541728000000006,-58.4772598,61.0,148000.0
apartment,Capital Federal,Villa Urquiza,-34.56414520000001,-58.4930354,52.0,110000.0
apartment,Capital Federal,Flores,-34.6281818,-58.4605444,92.0,129000.0
apartment,Capital Federal,Tribunales,-34.602709999999995,-58.385952,60.0,105000.0
apartment,Capital Federal,Constitución,-34.6261244,-58.3859524,38.0,69353.07
apartment,Capital Federal,Palermo,-34.5729833,-58.4388579,37.0,102000.0
apartment,Capital Federal,Palermo,-34.574907,-58.4358532,80.0,95000.0
apartment,Capital Federal,Palermo,-34.5807733,-58.4070408,40.0,116030.28
apartment,Capital Federal,Palermo,-34.571149600000005,-58.4232966,118.0,282388.32
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4978722668,-58.601582540900004,354.0,740000.0
apartment,Capital Federal,Recoleta,-34.5680947,-58.4334637,45.0,106568.85
apartment,Capital Federal,Villa Urquiza,-34.5681684,-58.47610770000001,43.0,121047.25
apartment,Capital Federal,Villa Urquiza,-34.5703774,-58.48440720000001,81.0,226414.85
apartment,Capital Federal,Recoleta,-34.5895459,-58.39736360000001,34.0,93098.9
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5281205,-58.47381600000001,64.0,190050.75
apartment,Capital Federal,Constitución,-34.624728600000005,-58.3854808,33.0,80373.51
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,197.0,450000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.41509129999999,-58.6394399,260.0,710000.0
house,Buenos Aires Costa Atlántica,Costa Esmeralda,-37.0153377,-56.7925717,168.0,255000.0
apartment,Capital Federal,Villa Crespo,-34.6039547,-58.4541129,40.0,88000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,72.0,165000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,74.0,185000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,74.0,185000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,74.0,187000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,121.0,305000.0
store,Capital Federal,Boedo,-34.623976299999995,-58.4122051,24.0,39000.0
apartment,Capital Federal,Parque Patricios,-34.6300641,-58.3984571,56.0,75000.0
apartment,Santa Fe,Rosario,-32.947486100000006,-60.665507,41.0,47671.12
apartment,Santa Fe,Rosario,-32.9329487,-60.6585144,60.0,102072.29
store,Capital Federal,Palermo,-34.571149600000005,-58.4232966,19.0,13000.0
apartment,Capital Federal,Barrio Norte,-34.5994787,-58.3879876,43.0,154000.0
apartment,Capital Federal,Almagro,-34.608348799999995,-58.41530529999999,21.0,45000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,76.0,215000.0
apartment,Santa Fe,Rosario,-32.9507023,-60.6717769,35.0,42623.59
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,131200.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,132700.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,134200.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,135700.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,137200.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425087,-58.5796585,62.0,138700.0
apartment,Capital Federal,Almagro,-34.60972570000001,-58.4187925,54.0,120000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,113350.0
apartment,Santa Fe,Rosario,-32.9507023,-60.6717769,57.0,57205.35
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,114850.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4558936,-58.9056166,160.0,250000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,116350.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,117850.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,119350.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,120850.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4343876,-58.56688570000001,52.0,122450.0
apartment,Capital Federal,Recoleta,-34.5892006,-58.39094870000001,25.0,89000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,151500.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,153000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,154500.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,156000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,157500.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,159000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4303409,-58.5711787,73.0,160500.0
apartment,Capital Federal,Almagro,-34.6110583,-58.4201892,28.0,65000.0
apartment,Santa Fe,Rosario,-32.9463266,-60.6637682,40.0,56083.67
apartment,Santa Fe,Rosario,-32.937013,-60.6709933,38.0,52718.65
apartment,Capital Federal,Palermo,-34.571149600000005,-58.4232966,128.0,364797.0
apartment,Santa Fe,Rosario,-32.9414712,-60.68755400000001,65.0,71787.1
apartment,Santa Fe,Rosario,-32.9465095,-60.6640657,40.0,54401.16
apartment,Córdoba,Córdoba,-31.4261316,-64.1869892,43.0,78517.14
apartment,Capital Federal,Barrio Norte,-34.5917251,-58.3980692,96.0,330000.0
apartment,Santa Fe,Rosario,-32.937013,-60.6709933,95.0,84125.51
apartment,Capital Federal,Constitución,-34.6244931,-58.37906510000001,85.0,180000.0
apartment,Neuquén,Neuquén,-38.9502716,-68.06618859999999,90.0,150000.0
apartment,Santa Fe,Rosario,-32.937013,-60.6709933,95.0,83003.84
house,Bs.As. G.B.A. Zona Norte,Escobar,-34.392539636799995,-58.7210666551,675.0,124000.0
apartment,Córdoba,Córdoba,-31.423961,-64.1757405,84.0,168000.0
house,Santa Fe,Rosario,-32.9268502,-60.72817480000001,235.25787414240472,165000.0
apartment,Capital Federal,Caballito,-34.6116783,-58.4436231,62.0,175000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.389942410100005,-58.6428289984,440.0,800000.0
apartment,Capital Federal,Palermo,-34.5862296,-58.43871800000001,65.0,250000.0
apartment,Córdoba,Córdoba,-31.431071000000006,-64.1900086,43.0,75152.12
apartment,Córdoba,Córdoba,-31.4129469,-64.16091039999999,80.0,111045.68
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.3896623889,-58.6431732095,440.0,800000.0
apartment,Córdoba,Córdoba,-31.4123272,-64.1691508,43.0,70104.59
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465229,-58.6338743,105.0,165000.0
house,Santa Fe,Rosario,-32.9474009,-60.6586083,194.69617170405908,280000.0
apartment,Capital Federal,Constitución,-34.624077444099996,-58.3844334884,23.0,49000.0
apartment,Capital Federal,Belgrano,-34.558189329499996,-58.4455291437,72.0,205000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4129654608,-58.6294890098,170.0,370000.0
apartment,Capital Federal,Nuñez,-34.549186799999994,-58.4714152,63.0,205000.0
apartment,Tucumán,San Miguel de Tucumán,-26.8209465299,-65.19615557670001,68.0,86929.69
apartment,Capital Federal,Recoleta,-34.5895459,-58.39736360000001,96.0,330000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,72.0,145000.0
apartment,Capital Federal,Caballito,-34.6223446,-58.4348445,53.0,149531.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40264439999999,-58.66847760000001,117.0,190000.0
apartment,Capital Federal,Caballito,-34.6223446,-58.4348445,30.0,83757.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.42514439999999,-58.59248470000001,91.0,205000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.44592670000001,-58.56644350000001,270.9521722881489,315000.0
apartment,Bs.As. G.B.A. Zona Norte,Olivos,-34.5080999,-58.47943340000001,54.0,250000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.404180700000005,-58.64838889999999,73.0,240000.0
apartment,Capital Federal,Caballito,-34.618679799999995,-58.4309027,64.0,145000.0
house,Bs.As. G.B.A. Zona Norte,Garín,-34.4261167,-58.7414211,400.0,65000.0
apartment,Capital Federal,Puerto Madero,-34.61201920000001,-58.3615149,131.0,800000.0
apartment,Capital Federal,Belgrano,-34.558189329499996,-58.4455291437,72.0,205000.0
apartment,Capital Federal,Caballito,-34.62474270000001,-58.4543699,32.0,75000.0
apartment,Capital Federal,Recoleta,-34.5914102,-58.3940788,60.0,220000.0
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6909935476,-58.4005123651,51.0,79484.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425832,-58.656778,53.0,140000.0
apartment,Capital Federal,Palermo,-34.5827371,-58.422328,90.0,255000.0
apartment,Capital Federal,Las Cañitas,-34.5738969,-58.4338769,85.0,305000.0
apartment,Capital Federal,Belgrano,-34.5738969,-58.4338769,85.0,305000.0
apartment,Capital Federal,Balvanera,-34.6056656,-58.4051191,90.0,145000.0
apartment,Capital Federal,Almagro,-34.6006964,-58.4206129,95.0,195000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.425832,-58.656778,53.0,140000.0
apartment,Tucumán,San Miguel de Tucumán,-26.8170201071,-65.1834485624,90.0,61692.04
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6909935476,-58.4005123651,48.0,72000.0
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6909935476,-58.4005123651,51.0,72000.0
